name,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Longfellow NHS,"17,739","18,819","19,541","17,665","18,566","15,926","19,186","17,746","12,681","12,899","12,836","15,042","15,263","15,949","15,379","12,411","16,241","13,131","17,927","19,542",0,0,0,"20,319","43,329","30,380","36,660","43,108","49,246","59,827","39,065","45,684","46,596","52,234","40,554","46,371","50,784"
Hagerman Fossil Beds NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,808","11,793","11,861","13,267","13,070","13,609","12,311","13,365","15,921","21,801","23,544","25,875","24,779","23,163","27,263","29,795","21,100","23,936","21,008","22,482","24,695"
Clara Barton NHS,"7,520","7,204","11,289","12,875","13,131","16,790","17,315","21,936","18,592","23,993","35,581","55,469","16,597","9,928","8,640","10,518","13,323","11,341","12,686","11,992","10,438","13,759","17,382","17,778","15,001","13,513","12,529","12,495","10,106","9,007","10,986","23,741","15,620","25,347","22,737","20,028","2,823"
Monocacy NB,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,560","8,251","11,661","21,165","11,312","11,804","15,563","14,834","18,198","18,095","15,592","14,566","18,145","17,985","18,579","22,125","31,276","34,553","33,313","36,674","47,249","37,647","56,187","64,596"
Weir Farm NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,885","8,634","10,519","11,127","9,069","11,844","15,058","15,910","17,643","16,113","15,455","11,333","11,129","11,795","12,536","18,522","19,386","19,313","22,415","21,465","22,862","34,082","47,220"
Maggie L. Walker NHS,0,0,0,0,0,0,"1,428","3,107","4,432","5,419","5,625","5,938","5,241","6,396","9,251","10,269","9,433","8,536","8,411","9,405","9,645","9,514","10,147","12,323","11,517","10,913","7,968","7,803","8,026","7,367","9,853","12,331","10,779","8,276","7,013","9,045","7,589"
Theodore Roosevelt Inaugural NHS,"15,888","15,110","16,209","14,975","16,068","15,468","13,150","21,077","33,474","41,598","44,470","38,527","26,869","23,801","35,724","40,879","45,333","8,300","10,323","12,578","13,315","15,813","20,684","15,634","15,920","13,898","13,032","13,218","14,147",834,"11,735","17,491","17,107","18,875","19,198","22,025","24,896"
Thaddeus Kosciuszko NMEM,0,0,"11,220","7,693","7,037","7,052","7,433","7,208","7,855","7,243","7,489","6,422","5,788","5,501","4,560","7,152","7,593","7,259","6,892","5,990","6,130","8,488","7,722","6,390","4,675","4,686","4,107","3,990","4,633","3,918","3,357","2,888","1,949","2,045","1,682","1,475","1,261"
William Howard Taft NHS,"4,410","4,746","5,518","3,184","2,964","2,272","1,649","3,905","3,683","5,617","7,633","7,599","8,333","6,475","6,146","7,065","6,088","6,640","7,588","7,166","5,960","8,267","8,946","13,401","16,275","16,347","14,328","14,720","17,365","16,968","18,802","21,163","21,141","19,416","21,102","23,609","24,385"
Frederick Law Olmsted NHS,0,0,"1,882","2,911","3,072","2,984","3,457","5,403","7,315","6,099","3,795","4,065","3,974","3,889","3,848","3,702","5,108","4,660","5,082","5,310","8,217","6,499","10,332","7,938","6,906","6,814","2,775","1,559","2,010","2,969","5,007","3,285","4,022","8,668","6,570","8,667","9,473"
Saint Paul's Church NHS,0,0,0,0,0,0,0,0,0,0,0,0,"5,987","4,712","3,341","3,869","4,495","4,346","6,032","8,069","7,442","9,771","11,756","14,573","11,473","13,938","13,869","14,431","14,909","14,538","14,432","16,362","14,926","16,188","14,016","16,460","17,180"
Thomas Stone NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,161","3,589","4,802","4,872","3,946","6,023","3,034","4,038","4,414","5,241","4,824","4,801","5,940","4,500","5,019","4,886","5,720","6,268","6,004","6,351","6,426","6,013","5,843","5,772"
Eugene O'Neill NHS,0,0,0,0,0,0,"2,814","2,639","3,529","4,218","3,129","3,654","3,282","3,692","3,007","3,031","3,112","3,440","3,497","3,616","3,400","3,579","3,510","3,496","2,672","2,684","3,652","3,372","2,339","2,544","3,783","2,445","2,593","2,789","2,929","3,202","3,942"
Alibates Flint Quarries NM,"1,922","2,211","2,384","2,398","1,919","2,251","2,200","2,202","2,494","2,140","3,842","3,418","3,812","3,419","3,155","3,392","2,769","3,276","3,363","3,293","3,047","3,131","2,456","2,125","1,811","2,012","2,919","1,882","4,028","2,297","2,918","4,350","3,214","3,383","1,555","4,513","9,492"
Franklin Delano Roosevelt MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,925,858","4,258,807","3,453,171","2,918,846","2,866,417","2,493,089","2,121,931","3,038,046","2,852,565","2,662,016","2,751,725","2,622,806","2,591,241","2,238,052","2,309,708","2,764,459","2,837,729","2,938,239","3,290,080"
National Capital Parks Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,602,145","1,264,132","1,432,569","2,816,985","1,860,851","1,724,138","1,401,221","1,378,172","1,660,876","3,803,244","2,513,639","2,559,653","3,678,876","1,363,389","1,240,717","858,700","1,712,858","1,999,232","1,833,085"
President's Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,846,879","1,333,875","1,363,332","1,219,143","1,401,108","853,993","723,575","1,333,967","1,204,270","1,061,387","1,058,774","1,178,845","1,475,182","616,635","786,151","600,083","658,065","723,923","903,161"
National Capital Parks East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,746,476","1,609,738","1,100,142","1,263,838","1,343,067","1,223,863","1,372,109","1,998,903","1,390,443","1,310,321","1,311,087","1,296,990","1,272,212","1,181,960","1,167,393","923,054","1,091,661","1,311,995","1,220,403"
New Bedford Whaling NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,710","246,920","272,506","303,342","344,563","332,538","343,468","332,935","343,774","327,047","281,512","279,803","277,681","273,862","269,885","276,374","272,731","167,790"
Marsh-Billings-Rockefeller NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,652","44,964","46,289","26,350","31,940","33,037","29,205","28,660","22,484","32,179","37,121","31,129","31,209","29,049","32,403","34,112","39,086","35,003"
Hamilton Grange NMEM,371,0,0,0,"2,653","9,163","18,956","41,623","46,281","45,307","37,347","27,182","40,549","13,916",0,0,0,0,0,"33,406","43,887","41,283","22,971","13,435","13,378","12,902","15,287","6,369",0,690,150,0,"7,817","16,358","20,429","20,943","35,446"
James A. Garfield NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,074","25,892","24,059","23,629","21,115","16,959","17,984","13,973","15,334","19,916","19,196","27,289","17,100","24,853","31,499","36,375","21,027","17,956","24,506"
Tallgrass Prairie NPRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,994","21,786","18,049","18,149","16,385","16,762","15,281","17,615","27,260","23,000","20,075","23,713","22,047","17,893","18,918","16,128","17,776","29,558"
Nicodemus NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,282","18,900","21,691","34,251","31,664","51,310","56,803","28,065","21,441","2,507","2,434","2,978","3,448","2,681","3,505","3,241","3,374","3,306"
Mary McLeod Bethune Council House NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,213","7,747","6,577","5,696","5,769","2,554","2,467","6,329","8,570","16,858","17,324","17,635","21,811","19,520","18,142","6,646","5,686","9,295","8,249"
World War II Memorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,382,498","4,410,379","3,865,430","4,079,606","4,153,749","4,118,528","3,964,351","3,752,172","4,161,685","3,934,166","4,230,793","5,068,224"
"Martin Luther King, Jr. Memorial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,490,358","3,738,336","3,205,654","3,199,136","3,530,401"
Governors Island NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,507","11,312","11,559","43,135","69,014","205,010","325,840","409,207","402,174","348,249","355,553","698,227","438,613"
Flight 93 NMEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"143,725","136,091","149,668","137,837","265,246","317,926","265,924","284,226","337,217"
Little River Canyon NPRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"183,896","174,439","201,442","211,047","264,189","197,693","189,251","192,576","225,549","201,109","185,477","224,931","248,135"
New Orleans Jazz NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,711","45,766","50,019","43,926","44,226","40,242","34,375","49,053","66,726","80,828","80,195","130,393","177,909","198,363","36,017","58,188"
Missouri NRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,149","63,557","167,960","145,767","162,086","186,313","167,301","179,983","167,776","169,698","134,760","145,004"
Mississippi NRRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,398","106,733","100,111","85,637","127,635"
African Burial Ground NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"117,113","108,585","77,624","93,234","54,861","56,348"
Minuteman Missile NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,924","7,800","16,754","24,566","30,615","36,777","42,348","59,389","75,654","76,261","62,058","100,488"
Manzanar NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,010","46,834","52,823","61,917","75,449","78,172","88,200","81,344","78,468","89,190","76,592","79,587","72,831","77,511","77,633","95,327"
Niobrara NSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,385","58,750","60,397","79,942","70,270","68,058","69,705","65,785","65,999","71,876","53,443","68,110"
Little Rock Central High School NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,078","22,940","23,348","28,836","44,293","35,264","56,938","42,302","60,103","49,740","66,106","63,938","114,144","115,908","125,956"
River Raisin NBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,206","50,667","57,464","55,281","109,118"
Palo Alto Battlefield NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"28,175","29,913","32,117","21,676","45,026","41,599","26,865","24,752","36,707","32,522","41,516","47,866"
Cane River Creole NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,449","8,380","12,933","28,937","34,453","30,584","24,587","27,411","25,115","26,996","28,310","25,556","28,981","30,882"
Tuskegee Airmen NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,085","11,495","10,323","11,345","14,685","50,331","58,417","60,827","16,244","23,716","19,301","24,319","22,662"
Brown v. Board of Education NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,101","18,390","20,926","17,536","16,950","19,228","17,808","16,886","21,101","19,356","26,868","25,338"
Washita Battlefield NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,374","15,467","14,733","15,311","14,408","13,928","14,579","10,527","12,552","10,995","10,615","8,434","13,186","12,067"
National Park of American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,938",0,0,0,"1,239","6,774","3,683","3,242","3,006","8,716","10,440","17,919","13,953","13,892"
First Ladies NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,219","10,881","9,770","10,466","8,766","8,254","9,903","10,068","15,326","12,897"
President W.J. Clinton Birthplace Home NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,749","8,932","9,838","11,113","10,463"
Salt River Bay NHP & Ecological Pres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,526","1,455","2,184","2,540",204,"2,419","5,217","4,791","5,192","8,108"
Sand Creek Massacre NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,063","3,935","4,384","4,795","7,402","5,887"
Port Chicago Naval Magazine NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,545,533,596,786,963
Rosie The Riveter WWII Home Front,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,514","45,549","56,362"
Saint Croix Island International Historic Site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,709","11,588","12,557"
Cesar E. Chavez NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,157","8,854","10,648"
Waco Mammoth National Monument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,551"
Charles Young Buffalo Soldiers NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,993"
Combined,198143902,211909615,228129008,235257329,233970042,238374890,251996763,270910200,275411249,269537791,257014954,244369807,256908699,263523306,260511138,260992301,264051298,259701288,275236335,286762265,287130879,285472458,279390952,276870903,265929272,276908337,273488751,272623980,275581547,274852949,285579941,281303769,278939216,282765682,273630895,292800082,307247252
